Land,AGS,Landkreis,Wahlberechtigte,Wähler,Ungültige.Erststimmen,Gültige.Erststimmen,CDU.Erststimmen,SPD.Erststimmen,FDP.Erststimmen,DIE LINKE.Erststimmen,GRÜNE.Erststimmen,CSU.Erststimmen,PIRATEN.Erststimmen,NPD.Erststimmen,Tierschutzpartei.Erststimmen,REP.Erststimmen,ÖDP.Erststimmen,FAMILIE.Erststimmen,Bündnis 21/RRP.Erststimmen,RENTNER.Erststimmen,BP.Erststimmen,PBC.Erststimmen,BüSo.Erststimmen,DIE VIOLETTEN.Erststimmen,MLPD.Erststimmen,"Volksabstimmung.Erststimmen",AfD.Erststimmen,BIG.Erststimmen,pro Deutschland.Erststimmen,FREIE WÄHLER.Erststimmen,PARTEI DER VERNUNFT.Erststimmen,Die PARTEI.Erststimmen,B.Erststimmen,BGD.Erststimmen,DKP.Erststimmen,NEIN!.Erststimmen,Übrige.Erststimmen,Ungültige.Zweitstimmen,Gültige.Zweitstimmen,CDU.Zweitstimmen,SPD.Zweitstimmen,FDP.Zweitstimmen,DIE LINKE.Zweitstimmen,GRÜNE.Zweitstimmen,CSU.Zweitstimmen,PIRATEN.Zweitstimmen,NPD.Zweitstimmen,Tierschutzpartei.Zweitstimmen,REP.Zweitstimmen,ÖDP.Zweitstimmen,FAMILIE.Zweitstimmen,Bündnis 21/RRP.Zweitstimmen,RENTNER.Zweitstimmen,BP.Zweitstimmen,PBC.Zweitstimmen,BüSo.Zweitstimmen,DIE VIOLETTEN.Zweitstimmen,MLPD.Zweitstimmen,Volksabstimmung.Zweitstimmen,PSG.Zweitstimmen,AfD.Zweitstimmen,BIG.Zweitstimmen,pro Deutschland.Zweitstimmen,DIE RECHTE.Zweitstimmen,DIE FRAUEN.Zweitstimmen,FREIE WÄHLER.Zweitstimmen,"Nichtwähler.Zweitstimmen",PARTEI DER VERNUNFT.Zweitstimmen,Die PARTEI.Zweitstimmen
TH,16053,"Jena, Stadt",84723,62166,807,61359,18199,14641,1371,15792,4823,0,2112,853,0,0,541,0,0,0,0,0,0,0,0,0,2566,0,0,370,91,0,0,0,0,0,0,770,61396,18737,11462,2012,14260,7132,0,2618,898,0,118,501,0,0,0,0,0,0,0,60,0,0,3182,0,0,0,0,416,0,0,0
TH,16054,"Suhl, Stadt",31740,21129,358,20771,7679,3647,204,7103,673,0,479,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,318,20811,7213,3439,460,6310,909,0,332,549,0,35,124,0,0,0,0,0,0,0,36,0,0,1110,0,0,0,0,294,0,0,0
TH,16055,"Weimar, Stadt",51074,35943,574,35369,13303,8746,396,7354,2711,0,1429,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,495,35448,12303,6214,1034,7497,3949,0,1377,756,0,39,223,0,0,0,0,0,0,0,33,0,0,1666,0,0,0,0,357,0,0,0
TH,16056,"Eisenach, Stadt",34657,23148,477,22671,8436,4441,288,5967,991,0,612,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,380,22768,7928,3980,521,5735,1256,0,502,1098,0,31,113,0,0,0,0,0,0,0,78,0,0,1130,0,0,0,0,396,0,0,0
TH,16061,Eichsfeld,84636,60663,825,59838,35538,7533,724,8280,1764,0,887,1840,0,0,1616,0,0,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,778,59885,32098,7256,1752,8558,2099,0,836,1616,0,78,993,0,0,0,0,0,0,0,28,0,0,3123,0,0,0,0,1448,0,0,0
TH,16062,Nordhausen,73146,47845,766,47079,19155,9373,583,12180,1602,0,1282,1742,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,693,47152,17188,8561,1189,12097,2101,0,1103,1490,0,79,405,0,0,0,0,0,0,0,51,0,0,2355,0,0,0,0,533,0,0,0
TH,16063,Wartburgkreis,108030,73346,1175,72171,31769,13268,1103,16822,2112,0,1990,3352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1755,0,0,0,0,0,0,0,1027,72319,29834,12398,1637,15751,2699,0,1499,2865,0,179,337,0,0,0,0,0,0,0,80,0,0,3611,0,0,0,0,1429,0,0,0
TH,16064,Unstrut-Hainich-Kreis,88815,58915,1077,57838,26106,10775,1054,13062,1789,0,1381,2069,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,969,57946,23628,9718,1685,12968,2259,0,1108,1842,0,86,414,0,0,0,0,0,0,0,65,0,0,3083,0,0,0,0,1090,0,0,0
TH,16065,Kyffhäuserkreis,67424,43669,831,42838,17075,7580,759,12947,1146,0,1371,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,42883,15965,7134,1127,11808,1371,0,959,1663,0,89,180,0,0,0,0,0,0,0,49,0,0,2084,0,0,0,0,454,0,0,0
TH,16066,Schmalkalden-Meiningen,108570,72298,1173,71125,30552,13127,1151,18463,2123,0,1874,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,1084,71214,28983,11660,1829,16827,2933,0,1395,2298,0,157,341,0,0,0,0,0,0,0,75,0,0,3671,0,0,0,0,1045,0,0,0
TH,16067,Gotha,113548,76814,1312,75502,30123,17985,1007,14866,2445,0,1905,2626,0,0,0,0,0,0,0,0,0,0,0,0,3560,0,0,985,0,0,0,0,0,0,0,1354,75460,29667,13339,1825,16299,3434,0,1893,2492,0,198,371,0,0,0,0,0,0,0,108,0,0,4785,0,0,0,0,1049,0,0,0
TH,16068,Sömmerda,60398,40037,730,39307,17486,6479,719,10095,1153,0,1536,1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,39323,15519,5826,1258,9425,1391,0,1044,1547,0,98,200,0,0,0,0,0,0,0,43,0,0,2287,0,0,0,0,685,0,0,0
TH,16069,Hildburghausen,55761,37204,568,36636,15748,6745,437,9581,908,0,1233,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,535,36669,14864,5869,824,9010,1263,0,876,1201,0,111,200,0,0,0,0,0,0,0,43,0,0,1776,0,0,0,0,632,0,0,0
TH,16070,Ilm-Kreis,92311,64647,1076,63571,21738,16741,872,13149,1672,0,1751,2063,0,0,0,0,0,0,0,0,0,0,0,0,4503,0,0,1082,0,0,0,0,0,0,0,1015,63632,23529,10476,1455,14459,2980,0,1673,1924,0,145,363,0,0,0,0,0,0,0,74,0,0,5524,0,0,0,0,1030,0,0,0
TH,16071,Weimarer Land,68776,48208,996,47212,21552,8169,833,11044,1780,0,1794,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,851,47357,19150,6994,1412,10438,2171,0,1175,1586,0,129,284,0,0,0,0,0,0,0,62,0,0,3124,0,0,0,0,832,0,0,0
TH,16072,Sonneberg,50134,32299,624,31675,13114,5925,514,8998,1020,0,0,1695,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,169,471,31828,12146,5339,757,8328,1033,0,610,1197,0,68,200,0,0,0,0,0,0,0,122,0,0,1671,0,0,0,0,357,0,0,0
TH,16073,Saalfeld-Rudolstadt,96583,64933,1478,63455,25457,13474,1362,15904,2811,0,0,3548,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,538,1084,63849,23837,10360,1550,15061,2683,0,1552,2564,0,150,397,0,0,0,0,0,0,0,132,0,0,4609,0,0,0,0,954,0,0,0
TH,16074,Saale-Holzland-Kreis,71261,50840,877,49963,20825,7757,797,12414,1568,0,941,1721,0,0,374,0,0,0,0,0,0,0,0,0,2895,0,0,565,106,0,0,0,0,0,0,866,49974,19509,7096,1361,12138,2201,0,1105,1788,0,113,340,0,0,0,0,0,0,0,52,0,0,3594,0,0,0,0,677,0,0,0
TH,16075,Saale-Orla-Kreis,71880,49808,1075,48733,20582,9122,1403,13006,1843,0,0,2197,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,346,829,48979,18876,7303,1245,12430,1726,0,1069,1531,0,125,298,0,0,0,0,0,0,0,95,0,0,3527,0,0,0,0,754,0,0,0
TH,16076,Greiz,88867,62837,1183,61654,29222,8500,803,14168,2005,0,1595,2024,0,0,0,0,0,0,0,0,0,0,0,0,3337,0,0,0,0,0,0,0,0,0,0,1112,61725,26008,8527,1656,13930,2344,0,1281,1912,0,126,384,0,0,0,0,0,0,0,68,0,0,4714,0,0,0,0,775,0,0,0
TH,16077,Altenburger Land,81879,53153,1106,52047,21791,7373,988,13459,1206,0,1612,2163,0,0,0,0,0,0,0,0,0,0,0,0,3455,0,0,0,0,0,0,0,0,0,0,1005,52148,21572,7686,1376,12243,1498,0,1181,1964,0,156,207,0,0,0,0,0,0,0,54,0,0,3809,0,0,0,0,402,0,0,0
